term	common	ctrl_t0_green_VS_ctrl_t0_red_FC	ctrl_t0_red_VS_ctrl_t0_blue_FC	ctrl_t1_green_VS_ctrl_t1_red_FC	ctrl_t1_red_VS_ctrl_t1_blue_FC	treatment_t0_green_VS_treatment_t0_red_FC	treatment_t0_red_VS_treatment_t0_blue_FC	treatment_t1_green_VS_treatment_t1_blue_FC	treatment_t1_green_VS_treatment_t1_red_FC	treatment_t1_red_VS_treatment_t1_blue_FC
regulation of ion transport	{'No common gene'}	1.0	1.0	1.0	1.0	1.0	0.0147	0.00049	0.0327	0.0105
regulation of killing of cells of other organism	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.004
regulation of kinase activity	{'Csf1r'}	0.0073	1.0	1.0	1.0	7.53e-05	0.0036	2.7600000000000004e-07	3.14e-05	0.0216
regulation of lamellipodium morphogenesis	{'Pdpn', 'Cd44'}	1.0	1.0	1.0	1.0	1.0	0.0368	0.0078	1.0	1.0
regulation of lamellipodium organization	{'Ssh3', 'Actr3', 'Cfl1', 'Pdpn', 'Cd44'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0012	1.0	0.0243
regulation of leukocyte activation	{'Fgr', 'Cd300lb', 'Itgb2', 'Nfam1'}	1.0	1.0	1.0	0.00011	0.00011999999999999999	6.909999999999999e-07	4.45e-11	1.83e-14	2.3300000000000003e-26
regulation of leukocyte adhesion to vascular endothelial cell	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0018
regulation of leukocyte apoptotic process	{'No common gene'}	1.0	1.0	1.0	0.0154	1.0	0.0374	0.0026	0.0018	4.6200000000000003e-07
regulation of leukocyte cell-cell adhesion	{'Syk', 'Cd300a'}	1.0	1.0	1.0	1.0	0.0419	0.0011	0.002	1.21e-05	7.33e-14
regulation of leukocyte chemotaxis	{'No common gene'}	1.0	1.0	1.0	1.0	0.006999999999999999	0.00026000000000000003	0.00041	0.0014	2.68e-16
regulation of leukocyte degranulation	{'Fgr', 'Itgb2'}	1.0	1.0	1.0	0.0018	0.0059	0.00057	2.98e-05	1.66e-06	9.77e-08
regulation of leukocyte differentiation	{'C1qc', 'Syk', 'Tyrobp', 'Nfam1', 'Csf1r'}	1.0	1.0	1.0	1.0	0.00044	1.1e-05	0.00022999999999999998	5.37e-09	2.68e-11
regulation of leukocyte mediated cytotoxicity	{'Il7r', 'P2rx7', 'Arrb2', 'Vav1', 'Ccl2', 'Havcr2', 'Cxcl1', 'Sh2d1b1'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0244	1.0	2.5899999999999997e-08
regulation of leukocyte mediated immunity	{'Fgr', 'Itgb2'}	1.0	1.0	1.0	0.00079	0.0021	0.0013	2.62e-07	8.450000000000002e-10	1.3599999999999999e-18
regulation of leukocyte migration	{'Cd300a'}	1.0	1.0	1.0	1.0	8.74e-07	2.59e-09	2.71e-08	0.00026000000000000003	3.11e-24
regulation of leukocyte proliferation	{'Syk', 'Cd300a', 'Fcgr2b', 'Tlr9'}	1.0	1.0	1.0	1.0	0.0177	0.00033999999999999997	1.0	1.67e-08	1.17e-13
regulation of leukocyte tethering or rolling	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0147
regulation of lipase activity	{'Gpihbp1'}	1.0	0.0288	1.0	1.0	1.0	1.0	1.0	0.0127	1.0
regulation of lipid biosynthetic process	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00065	1.0
regulation of lipid catabolic process	{'No common gene'}	1.0	0.0019	1.0	1.0	1.0	1.0	1.0	0.015	1.0
regulation of lipid localization	{'Abca1', 'Syk', 'Pltp', 'Abcg1'}	1.0	1.0	1.0	1.0	1.0	1.0	0.00016	3.43e-06	3.97e-05
regulation of lipid metabolic process	{'No common gene'}	1.0	0.0347	1.0	1.0	1.0	1.0	0.0201	8.6e-05	0.0098
regulation of lipid storage	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0004	1.0
regulation of lipid transport	{'Syk', 'Pltp', 'Abcg1'}	1.0	1.0	1.0	1.0	0.0047	0.0037	6.1e-05	0.00022999999999999998	0.00013000000000000002
regulation of lipopolysaccharide-mediated signaling pathway	{'Tnfaip3', 'Cd84', 'Cd180', 'Ly86'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0398	1.0	0.0077
regulation of lipoprotein lipase activity	{'Gpihbp1'}	1.0	0.006	1.0	1.0	1.0	0.0059	1.0	0.0068	1.0
regulation of lipoprotein particle clearance	{'Gpihbp1'}	1.0	1.0	1.0	1.0	0.0475	0.0059	1.0	0.0092	1.0
regulation of localization	{'No common gene'}	4.22e-05	0.00022	1.0	1.86e-06	3.22e-17	2.6899999999999996e-11	3.1699999999999996e-26	4.95e-14	3.35e-08
regulation of locomotion	{'Lbp', 'Csf1r'}	4.54e-09	2.2200000000000004e-08	1.0	1.0	2.53e-17	8.18e-12	1.0	1.56e-08	0.00014
regulation of long-term synaptic potentiation	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	0.003	1.0	1.0	1.0	1.0
regulation of low-density lipoprotein particle receptor catabolic process	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0309
regulation of lymphocyte activation	{'Nfam1', 'Syk', 'Cd300a', 'Fcgr2b'}	1.0	1.0	1.0	1.0	0.005	0.0004	7.76e-06	9.21e-09	1.2e-17
regulation of lymphocyte apoptotic process	{'Cd74', 'Siglec1', 'Adam8', 'Jak3', 'Lyn'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0094	0.0055
regulation of lymphocyte chemotaxis	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	7.54e-06
regulation of lymphocyte differentiation	{'Nfam1', 'Syk'}	1.0	1.0	1.0	1.0	0.008	0.0007099999999999999	0.0114	8.41e-05	5.2e-08
regulation of lymphocyte mediated immunity	{'Vsir', 'Fcer1g', 'Fcgr3', 'Fcgr1'}	1.0	1.0	1.0	0.0367	1.0	1.0	0.0111	0.00044	1.89e-09
regulation of lymphocyte migration	{'Ccl3', 'Slc8b1', 'Ccl4', 'Ccl7', 'Adam8'}	1.0	1.0	1.0	1.0	1.0	1.0	0.037000000000000005	1.0	8.72e-08
regulation of lymphocyte proliferation	{'Syk', 'Cd300a', 'Fcgr2b'}	1.0	1.0	1.0	1.0	0.0298	0.0008900000000000002	0.002	3.5e-08	3.74e-13
regulation of lysosomal protein catabolic process	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	0.0419	1.0	1.0	1.0	1.0
regulation of macromolecule biosynthetic process	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4.31e-05	1.0
regulation of macromolecule metabolic process	{'No common gene'}	1.0	1.0	1.0	1.0	0.0032	0.0474	2.65e-06	3.8100000000000004e-08	0.0334
regulation of macrophage activation	{'Havcr2', 'Itgam'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0352	0.0045	0.00014
regulation of macrophage chemotaxis	{'Slamf8', 'Cmklr1', 'C3ar1'}	1.0	1.0	1.0	1.0	1.0	0.0329	1.0	1.0	0.0039
regulation of macrophage cytokine production	{'Tlr2', 'Tgfb1', 'Tlr4'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0185	1.0	0.0446
regulation of macrophage differentiation	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0447	1.0	1.0
regulation of macrophage migration	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0018
regulation of mast cell activation	{'Fgr', 'Cd300lb'}	1.0	1.0	1.0	0.00014	0.0265	0.00062	7.1e-06	2.55e-07	5.93e-07
regulation of mast cell activation involved in immune response	{'Enpp3', 'Fgr', 'Syk', 'Cd300a'}	1.0	1.0	1.0	1.0	0.0386	0.0012	1.0	1.0	1.0
regulation of mast cell cytokine production	{'n/a (just one condition)'}	1.0	1.0	1.0	0.0042	1.0	1.0	1.0	1.0	1.0
regulation of mast cell degranulation	{'Fgr'}	1.0	1.0	1.0	0.0081	1.0	0.0082	0.0014	5.8899999999999995e-05	0.00067
regulation of membrane potential	{'Cacna1c', 'Nalcn', 'Ctnna3', 'Ank2', 'Kcnd3', 'Fgf14', 'Fhl1', 'Mef2c', 'Igsf9b', 'Dmd', 'Cacnb2', 'Kcnip1', 'Fgf13', 'Kcnma1', 'Slmap', 'Atp1b2'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.4800000000000002e-05	0.0094
regulation of membrane protein ectodomain proteolysis	{'No common gene'}	0.0477	1.0	1.0	1.0	1.0	0.0059	0.0175	0.0155	0.0157
regulation of mesenchymal cell proliferation	{'Bmpr1a', 'Ihh', 'Nfib', 'Foxp2'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.002	0.0335
regulation of metabolic process	{'No common gene'}	1.0	1.0	1.0	1.0	0.0031	0.0424	7.52e-08	2.23e-09	0.0455
regulation of metal ion transport	{'No common gene'}	1.0	1.0	1.0	1.0	1.0	0.0334	0.002	0.0452	0.013000000000000001
regulation of microtubule cytoskeleton organization	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0039	1.0
regulation of microtubule polymerization or depolymerization	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0074	1.0
regulation of microtubule-based process	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.002	1.0
regulation of midbrain dopaminergic neuron differentiation	{'n/a (just one condition)'}	0.0124	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
regulation of mitochondrial translation	{'n/a (just one condition)'}	0.0479	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
regulation of mitochondrion organization	{'Gba', 'Slc35f6', 'Bid', 'Plaur', 'Vat1', 'Bcl2l11', 'Atp13a2', 'Arrb2', 'Gpx1', 'Hgf'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0291	1.0	0.0178
regulation of molecular function	{'No common gene'}	0.0459	0.0448	1.0	1.0	3.579999999999999e-07	0.00015	4.08e-16	7.809999999999999e-15	0.0009
regulation of monocyte chemotactic protein-1 production	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0289
regulation of monocyte chemotaxis	{'No common gene'}	1.0	1.0	1.0	1.0	1.0	0.0271	1.0	0.0237	0.00013000000000000002
regulation of mononuclear cell migration	{'Lgmn', 'Lgals3', 'C3ar1'}	1.0	1.0	1.0	0.0184	1.0	0.00062	0.0085	1.0	5.93e-07
regulation of monooxygenase activity	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0077
regulation of morphogenesis of a branching structure	{'Ntn4', 'Pdgfra', 'Sfrp1'}	0.0036	1.0	1.0	1.0	1.0	0.0422	1.0	1.0	1.0
regulation of morphogenesis of an epithelium	{'Sfrp1'}	2.3e-05	1.0	1.0	1.0	0.0015	0.0156	0.005	1.0	1.0
regulation of multi-organism process	{'Fgr', 'Pik3ap1', 'Unc93b1', 'Myo1f'}	1.0	1.0	1.0	0.0367	0.0219	4.32e-06	2.67e-06	2.52e-13	1.73e-20
regulation of multicellular organismal development	{'No common gene'}	9.04e-10	7.75e-06	1.0	1.0	2.7e-15	9.449999999999999e-12	4.2999999999999993e-14	4.11e-10	1.67e-05
regulation of multicellular organismal process	{'No common gene'}	2.71e-10	2.03e-06	1.0	0.0026	6.28e-20	8.790000000000001e-19	2.28e-28	7.47e-21	2.2899999999999997e-07
regulation of muscle adaptation	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0172	1.0
regulation of muscle contraction	{'Cacna1c', 'Gucy1a3', 'Npnt', 'Pde5a', 'Ank2', 'Ctnna3', 'Dmd', 'Fgf13', 'Kcnma1', 'Mrvi1'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.39e-06	0.00043
regulation of muscle system process	{'No common gene'}	1.0	1.0	1.0	1.0	0.0193	1.0	1.0	8.78e-07	0.00073
regulation of muscle tissue development	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0066
regulation of myeloid cell apoptotic process	{'Fcgr2b', 'Clec5a', 'Ccr5', 'Anxa1', 'Fcer1g', 'Cd44'}	1.0	1.0	1.0	1.0	1.0	1.0	0.016	1.0	0.00045999999999999996
regulation of myeloid cell differentiation	{'Spi1', 'Tyrobp', 'C1qc'}	1.0	1.0	1.0	0.0252	0.0031	0.0018	5.2000000000000004e-05	2.89e-06	3.06e-06
regulation of myeloid leukocyte differentiation	{'Tyrobp', 'C1qc', 'Csf1r'}	1.0	1.0	1.0	1.0	0.0287	0.0251	0.00029	5.1e-05	3.76e-05
regulation of myeloid leukocyte mediated immunity	{'Fgr', 'Itgb2'}	1.0	1.0	1.0	1.3800000000000007e-05	0.0089	0.00011999999999999999	5.29e-07	8.25e-09	5.58e-10
regulation of myoblast differentiation	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0205	1.0
regulation of myosin-light-chain-phosphatase activity	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0142	1.0
regulation of natural killer cell activation	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0346
regulation of natural killer cell chemotaxis	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0147
regulation of natural killer cell mediated cytotoxicity	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.004
regulation of natural killer cell mediated cytotoxicity directed against tumor cell target	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0134	1.0
regulation of negative chemotaxis	{'Slit2', 'Plxna4'}	0.0096	0.0106	1.0	1.0	0.003	1.0	1.0	1.0	1.0
regulation of nervous system development	{'No common gene'}	1.0	1.0	1.0	1.0	0.00018999999999999998	1.0	0.0062	2.99e-05	0.027000000000000003
regulation of neural precursor cell proliferation	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0224	1.0
regulation of neuroblast proliferation	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0244	1.0	1.0
regulation of neurogenesis	{'No common gene'}	0.0077	1.0	1.0	1.0	0.00023999999999999998	1.0	0.002	6.52e-05	0.035
regulation of neurological system process	{'Ptafr', 'Gpr35', 'Hgf', 'S1pr2'}	1.0	1.0	1.0	1.0	0.0436	1.0	0.0261	1.0	0.00042
regulation of neuron apoptotic process	{'Ctsz', 'Adam8', 'Ncf2'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0175	0.0079	0.0008
regulation of neuron death	{'Ctsz', 'Adam8', 'Ncf2'}	1.0	1.0	1.0	0.0493	1.0	1.0	0.0067	0.0056	1.22e-05
regulation of neuron differentiation	{'No common gene'}	0.0082	1.0	1.0	1.0	0.0017	1.0	0.0015	3.4399999999999996e-05	0.0382
regulation of neuron migration	{'Igsf10', 'Flrt2'}	0.0408	0.0413	1.0	1.0	0.0046	1.0	1.0	1.0	1.0
regulation of neuron projection development	{'No common gene'}	0.0068	1.0	1.0	1.0	0.0037	1.0	0.00029	0.0027	0.0319
regulation of neurotransmitter levels	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0027
regulation of neutrophil activation	{'Syk', 'Cd300a', 'Itgb2'}	1.0	1.0	1.0	1.0	9.340000000000001e-05	0.00022	0.00014	0.0015	0.00062
regulation of neutrophil apoptotic process	{'Fcgr2b', 'Cd44'}	1.0	1.0	1.0	1.0	0.0099	0.0026	0.0352	1.0	0.00041
regulation of neutrophil chemotaxis	{'Nckap1l', 'Bst1'}	1.0	1.0	1.0	1.0	0.0022	1.0	0.0269	1.0	3.54e-06
regulation of neutrophil degranulation	{'Syk', 'Itgb2'}	1.0	1.0	1.0	1.0	0.0009400000000000001	0.0026	0.0008	0.0107	0.0027
regulation of neutrophil mediated killing of symbiont cell	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0219
regulation of neutrophil migration	{'No common gene'}	1.0	1.0	1.0	1.0	1.0	0.00053	0.006999999999999999	0.0311	7.599999999999999e-08
regulation of nitric oxide biosynthetic process	{'Icam1', 'Tlr2', 'Itgb2'}	1.0	1.0	1.0	1.0	0.0427	1.0	1.0	1.0	1.14e-06
regulation of nitric-oxide synthase activity	{'Cnr2', 'Il1b', 'Ptk2b', 'Scarb1'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0085	0.0175
regulation of nitric-oxide synthase biosynthetic process	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0215
regulation of nitrogen compound metabolic process	{'No common gene'}	0.0335	1.0	1.0	1.0	0.0016	0.0328	5.07e-06	1.22e-08	0.0334
regulation of non-canonical Wnt signaling pathway	{'Gpc3'}	0.00011999999999999999	1.0	1.0	1.0	1.0	0.0251	1.0	1.0	0.0287
regulation of nucleobase-containing compound metabolic process	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0015	1.0
regulation of organ growth	{'Cacna1c', 'Mef2c', 'Rag2', 'Bmpr1a', 'Meis1'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0026	0.0222
regulation of organelle organization	{'No common gene'}	1.0	1.0	1.0	1.0	1.0	1.0	0.00011	0.0121	0.00037
regulation of ossification	{'No common gene'}	1.0	1.0	1.0	1.0	0.0237	1.0	2.8699999999999996e-05	0.0216	0.0024
regulation of osteoblast differentiation	{'No common gene'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0265	0.045	0.0401
regulation of osteoblast proliferation	{'Hpse', 'Sfrp1'}	1.0	1.0	1.0	1.0	1.0	0.0235	0.0057	1.0	1.0
regulation of osteoclast development	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	0.0459	1.0	1.0	1.0
regulation of osteoclast differentiation	{'Inpp5d', 'Tyrobp', 'Adam8', 'Mafb', 'Csf1r'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0069	0.0008699999999999999	0.0035
regulation of oxidative stress-induced cell death	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0106
regulation of oxidoreductase activity	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0012
regulation of p38MAPK cascade	{'Ncf1', 'Hgf', 'Gdf6'}	1.0	1.0	1.0	1.0	0.0386	1.0	1.0	1.0	0.0096
regulation of pH	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0489	1.0	1.0
regulation of pathway-restricted SMAD protein phosphorylation	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0075	1.0
regulation of peptidase activity	{'No common gene'}	1.0	0.0315	1.0	1.0	0.008	0.0017	4.88e-05	0.0073	1.89e-08
regulation of peptide secretion	{'Fgr', 'Unc93b1', 'Syk', 'Cd300c2', 'Csf1r'}	1.0	1.0	1.0	1.0	0.0036	0.0056	9.62e-10	6.9400000000000004e-09	2.2400000000000004e-16
regulation of peptide transport	{'Fgr', 'Unc93b1', 'Syk', 'Lcp1', 'Cd300c2', 'Csf1r'}	1.0	1.0	1.0	1.0	0.0091	0.0243	9.28e-11	9.82e-09	9.45e-16
regulation of peptidyl-serine phosphorylation	{'Hcls1', 'Osm', 'Ptgs2', 'Arrb2', 'Tgfb1', 'Hgf', 'Plcl2', 'Lif', 'Fnip2', 'Cd44'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0423	1.0	0.0151
regulation of peptidyl-tyrosine phosphorylation	{'Csf1r'}	0.0036	1.0	1.0	1.0	2.67e-06	0.0026	7e-09	2.12e-05	1.5299999999999999e-09
regulation of phagocytosis	{'Fgr', 'Slc11a1', 'Hck'}	1.0	1.0	1.0	7.27e-07	8.64e-07	2.99e-08	3.75e-09	9.65e-08	3.02e-13
regulation of phagocytosis, engulfment	{'Cd300a', 'Lbp'}	1.0	1.0	1.0	1.0	0.0046	0.0094	1.0	0.0058	0.004
regulation of phosphate metabolic process	{'No common gene'}	1.0	1.0	1.0	1.0	1.41e-07	0.00016	2.2199999999999998e-15	3.68e-08	0.0028
regulation of phosphatidylinositol 3-kinase activity	{'Fgr', 'Pik3r5'}	1.0	1.0	1.0	1.0	1.0	0.0183	0.0197	1.0	0.0013
regulation of phosphatidylinositol 3-kinase signaling	{'No common gene'}	0.0406	1.0	1.0	1.0	1.4800000000000002e-05	1.0	1.0	0.00021	0.00037
regulation of phospholipase A2 activity	{'Anxa1', 'Lrp1'}	1.0	1.0	1.0	1.0	1.0	0.0368	0.0423	1.0	1.0
regulation of phospholipase activity	{'Ptafr', 'Sele', 'Lrp1'}	1.0	1.0	1.0	1.0	0.0082	0.0048	0.0111	1.0	1.0
regulation of phospholipid biosynthetic process	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0068	1.0
regulation of phospholipid metabolic process	{'Fgr'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0087	0.00027	0.0046
regulation of phosphorus metabolic process	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0599999999999999e-15	1.0	1.0
regulation of phosphorylation	{'No common gene'}	1.0	1.0	1.0	1.0	5.33e-08	7.54e-05	2.56e-17	7.319999999999999e-09	0.0058
regulation of plasma lipoprotein particle levels	{'Lipg'}	1.0	1.0	1.0	1.0	0.0475	1.0	1.0	0.00032	0.0123
regulation of plasma membrane bounded cell projection organization	{'No common gene'}	0.0174	1.0	1.0	1.0	0.00078	1.0	2.26e-05	0.0028	6.19e-07
regulation of platelet activation	{'Syk'}	1.0	1.0	1.0	1.0	0.0076	0.00098	8.45e-06	0.002	0.00056
regulation of platelet aggregation	{'Pdpn', 'Syk'}	1.0	1.0	1.0	1.0	1.0	0.0165	0.0131	1.0	1.0
regulation of platelet-derived growth factor receptor signaling pathway	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	0.0114	1.0	1.0	1.0	1.0
regulation of podosome assembly	{'Lcp1', 'Hck'}	1.0	1.0	1.0	0.0314	0.0419	0.0136	0.0097	0.0488	1.0
regulation of potassium ion transmembrane transport	{'Kcnip4', 'Ank2', 'Fhl1', 'Kcnab1', 'Kcnip1', 'Atp1b2'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.72e-06	0.0426
regulation of potassium ion transmembrane transporter activity	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00081	1.0
regulation of primary metabolic process	{'No common gene'}	0.0499	1.0	1.0	1.0	0.0029	0.0296	2.11e-06	2.89e-10	0.031
regulation of production of molecular mediator of immune response	{'Vsir', 'Fcer1g', 'Fcgr2b'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0291	0.00022	4.9000000000000005e-06
regulation of programmed cell death	{'Csf1r'}	0.032	1.0	1.0	1.0	0.0016	1.0	6.66e-14	2.86e-06	1.5e-19
regulation of prostaglandin biosynthetic process	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0059	1.0	1.0
regulation of prostaglandin secretion	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0112
regulation of protein activation cascade	{'Serping1', 'Cfh'}	0.0427	0.0457	1.0	1.0	0.0276	1.0	1.0	1.0	1.0
regulation of protein autophosphorylation	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	0.00025	1.0	1.0
regulation of protein binding	{'Ctsz', 'Cthrc1', 'Dab2', 'Ngf', 'Actr3', 'Lrp1', 'Abl2', 'Arrb2', 'Ubash3b', 'Plcl2', 'Anxa2'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0489	1.0	0.0345
regulation of protein catabolic process	{'Wdr91', 'Lonrf3', 'Dab2', 'Nsf', 'Snx1', 'Zfand2a', 'Anxa2', 'Gba', 'Sdcbp', 'Atp13a2', 'Lrp1', 'Rnf180', 'Adam9', 'Clu', 'Tnfrsf1b', 'Adam8', 'Tnfaip3', 'Ctsc', 'Ctsa', 'Timp1', 'Gpx1'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0441	1.0	0.0113
regulation of protein complex assembly	{'Lcp1', 'Hck'}	1.0	1.0	1.0	1.0	0.0458	1.0	7.62e-05	0.012	6.59e-06
regulation of protein complex disassembly	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	0.0442	1.0	1.0
regulation of protein depolymerization	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0017	1.0
regulation of protein homooligomerization	{'No common gene'}	1.0	0.0121	1.0	1.0	1.0	1.0	0.0041	1.0	1.0
regulation of protein import into nucleus	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0184
regulation of protein kinase B signaling	{'Mmp3'}	1.0	0.0443	1.0	1.0	0.0114	1.0	1.0	1.0	0.00021
regulation of protein kinase activity	{'No common gene'}	0.0085	1.0	1.0	1.0	8.06e-05	0.0149	3.6700000000000004e-07	0.00013000000000000002	0.0158
regulation of protein localization	{'Fgr', 'Unc93b1', 'Syk', 'Stac2', 'Lcp1', 'Cd300c2', 'Csf1r'}	1.0	1.0	1.0	1.0	0.004	0.0235	9.01e-10	2.53e-06	1.93e-13
regulation of protein localization to membrane	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	0.0048	1.0	1.0	1.0	1.0
regulation of protein localization to nucleus	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0439
regulation of protein maturation	{'Mmp14', 'Sox4'}	1.0	1.0	1.0	1.0	0.00021	1.0	0.0347	1.0	0.0035
regulation of protein metabolic process	{'No common gene'}	2.8699999999999996e-05	0.001	1.0	1.0	1.56e-08	9.7e-07	6.1e-14	1.2e-09	0.0016
regulation of protein modification process	{'No common gene'}	1.0	1.0	1.0	1.0	1.7e-06	0.00078	1.51e-13	2.02e-06	0.00037999999999999997
regulation of protein phosphorylation	{'No common gene'}	2.8699999999999996e-05	0.005	1.0	1.0	1.05e-08	3.8e-05	3.62e-18	1.05e-08	0.0072
regulation of protein polymerization	{'Hcls1', 'Capg', 'Prex1', 'Tlr2', 'Arpc5', 'Mtpn', 'Fmn1', 'Actr3', 'Arpc4', 'Arpc1b', 'Vill', 'Evl', 'Grb2', 'Cfl1', 'Fes', 'Actr2', 'Nckap1l'}	1.0	1.0	1.0	1.0	1.0	1.0	0.00018999999999999998	1.0	0.00013000000000000002
regulation of protein processing	{'No common gene'}	0.0069	0.0058	1.0	1.0	0.00085	0.0046	1.0	1.0	0.0073
regulation of protein secretion	{'Fgr', 'Unc93b1', 'Syk', 'Cd300c2', 'Csf1r'}	1.0	1.0	1.0	1.0	0.0063	0.0069	1.27e-09	9.13e-08	2.0499999999999998e-16
regulation of protein serine/threonine kinase activity	{'No common gene'}	0.0237	1.0	1.0	1.0	0.0121	1.0	2.46e-05	0.0013	0.0307
regulation of protein transport	{'Fgr', 'Unc93b1', 'Syk', 'Lcp1', 'Cd300c2', 'Csf1r'}	1.0	1.0	1.0	1.0	0.0153	0.028999999999999998	1.2399999999999999e-10	1.06e-07	1.0699999999999998e-15
regulation of protein tyrosine kinase activity	{'n/a (just one condition)'}	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0263	1.0
